INE571A01038,IPCA Laboratories Ltd,0.1
INE811A01020,Kirloskar Pneumatic Company Ltd,0.1
INE335A01012,Surya Roshni Ltd,0.1
INE388Y01029,Fsn E-Commerce Ventures Ltd,0.1
INE040A01034,HDFC BANK LIMITED,0.1
INE674K01013,Aditya Birla Capital Ltd,0.1
INE030A01027,HINDUSTAN UNILEVER LIMITED,0.1
INE090A01021,ICICI BANK LIMITED,0.1
INE296A01024,BAJAJ FINANCE LIMITED,0.1
INE358A01014,ABBOTT INDIA LIMITED,0.1
